nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
4.155694000000000000e+06
4.162395250000000000e+06
4.168186250000000000e+06
4.171666250000000000e+06
4.176148500000000000e+06
4.181689750000000000e+06
4.187468500000000000e+06
4.192722000000000000e+06
4.197471500000000000e+06
4.201493500000000000e+06
4.204002000000000000e+06
4.207245500000000000e+06
4.211210000000000000e+06
4.215384000000000000e+06
4.219149000000000000e+06
4.222522000000000000e+06
4.225492000000000000e+06
4.227323500000000000e+06
4.229825500000000000e+06
4.232743000000000000e+06
4.234721000000000000e+06
4.237295500000000000e+06
4.239748000000000000e+06
4.242040500000000000e+06
4.243320000000000000e+06
4.245227500000000000e+06
4.247442500000000000e+06
4.249536000000000000e+06
4.251442500000000000e+06
4.253177500000000000e+06
4.254578000000000000e+06
4.255491500000000000e+06
4.256754000000000000e+06
4.258164500000000000e+06
4.259497500000000000e+06
4.260652500000000000e+06
4.261855500000000000e+06
4.262743000000000000e+06
4.263230000000000000e+06
4.264071500000000000e+06
4.265219000000000000e+06
4.265487000000000000e+06
4.266244000000000000e+06
4.267088000000000000e+06
4.267874000000000000e+06
4.268264000000000000e+06
4.268946000000000000e+06
4.269727500000000000e+06
4.270613500000000000e+06
4.271413000000000000e+06
4.272349500000000000e+06
4.273161500000000000e+06
4.273645500000000000e+06
4.274558500000000000e+06
4.275576000000000000e+06
4.276978500000000000e+06
4.278375000000000000e+06
4.279779000000000000e+06
4.281180000000000000e+06
4.282074000000000000e+06
4.283615500000000000e+06
4.285784500000000000e+06
4.288276500000000000e+06
4.291193000000000000e+06
4.294335000000000000e+06
4.297485000000000000e+06
4.299570500000000000e+06
4.303151500000000000e+06
4.307438000000000000e+06
4.312532500000000000e+06
4.317713000000000000e+06
4.322890000000000000e+06
4.327667500000000000e+06
4.330806500000000000e+06
4.335356500000000000e+06
4.341092500000000000e+06
4.347306000000000000e+06
4.353969500000000000e+06
4.360528500000000000e+06
4.365888500000000000e+06
4.369098000000000000e+06
4.373976000000000000e+06
4.380616000000000000e+06
4.387895000000000000e+06
4.394543500000000000e+06
4.401493500000000000e+06
4.407270500000000000e+06
4.411502500000000000e+06
4.417169500000000000e+06
4.424143500000000000e+06
4.431466000000000000e+06
4.438920500000000000e+06
4.446156000000000000e+06
4.451861000000000000e+06
4.455557500000000000e+06
4.460865500000000000e+06
4.468080000000000000e+06
4.475375500000000000e+06
4.482650000000000000e+06
4.490174000000000000e+06
4.496141500000000000e+06
4.500339500000000000e+06
4.506463500000000000e+06
4.514061000000000000e+06
4.521331500000000000e+06
4.529215500000000000e+06
4.536126000000000000e+06
4.542125500000000000e+06
4.546411500000000000e+06
4.551946000000000000e+06
4.558492000000000000e+06
4.565297500000000000e+06
4.572078500000000000e+06
4.578282500000000000e+06
4.583637500000000000e+06
4.587010500000000000e+06
4.591762000000000000e+06
4.597729000000000000e+06
4.603289000000000000e+06
4.608949500000000000e+06
4.614182000000000000e+06
4.618881000000000000e+06
4.621695000000000000e+06
4.625735000000000000e+06
4.630598500000000000e+06
4.635753000000000000e+06
4.640332500000000000e+06
4.644943500000000000e+06
4.648809000000000000e+06
4.651233500000000000e+06
4.654633500000000000e+06
4.658627500000000000e+06
4.662712500000000000e+06
4.666531000000000000e+06
4.670078000000000000e+06
4.673200500000000000e+06
4.674987000000000000e+06
